review,rating,date,bank,source,sentiment_label,sentiment_score,processed_text,theme
ሞላዬ ከበደ,5,2025-05-14,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ሞላዬ ከበደ,Other
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play,NEUTRAL,0.0,app work samsung give preview logo,UI/UX
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play,POSITIVE,0.265625,entered incorrect security question mistake boa app lock pin forever option contacted different branch able solve issue,UI/UX
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play,POSITIVE,0.7,liking application good,Other
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play,NEUTRAL,0.0288888888888888,app future good problem apps reset activate difficult even branch staff take long time active branch plus time high expected failure activation process counter otp sent work,UI/UX
it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play,POSITIVE,0.7,really good,Other
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play,NEGATIVE,-0.3499999999999999,bad app stuck open noting work,UI/UX
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play,NEUTRAL,0.0,app working asked password start loading open,UI/UX
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play,NEGATIVE,-0.65,keep showing pop turn developer option even tho turn make work horrible experience need fix asap plus kinda slow,UI/UX
yideg,1,2025-04-18,Bank of Abyssinia,Google Play,NEUTRAL,0.0,yideg,Other
አይከፍትም እኮ,1,2025-04-17,Bank of Abyssinia,Google Play,NEUTRAL,0.0,አይከፍትም እኮ,Other
great boa,5,2025-04-10,Bank of Abyssinia,Google Play,POSITIVE,0.8,great boa,Other
boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play,NEUTRAL,0.0,boa mobile backing,Other
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play,NEUTRAL,0.0,faster bank abissinya,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play,NEUTRAL,0.05,would given lower possible crush much take bank long fix bug,Other
it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play,NEGATIVE,-0.4,work frustrating,Other
like,5,2025-04-06,Bank of Abyssinia,Google Play,NEUTRAL,0.0,like,Other
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,NEUTRAL,0.0,work correctly must update,UI/UX
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play,NEUTRAL,0.1,app get considerable improvement like language qr scanner unlimited transfer survice boa please alot fastness convenient login making transaction,UI/UX
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,POSITIVE,0.3333333333333333,typed password say successfully logged go back first page,Login & Access
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,POSITIVE,0.2787878787878787,good update enough add new thing,UI/UX
thank you,5,2025-04-02,Bank of Abyssinia,Google Play,NEUTRAL,0.0,thank,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play,NEUTRAL,0.0,work period z slowest mobile banking ever would rather use,Other
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,NEUTRAL,0.0,activated application allowed sign automatically turn phone,Other
good application,5,2025-03-30,Bank of Abyssinia,Google Play,POSITIVE,0.7,good application,Other
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,NEUTRAL,0.0,version working even buy card send money,Transactions
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,NEUTRAL,0.0583333333333333,ca actively initialization say incorrect otp getting exact otp,Other
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play,NEGATIVE,-0.2916666666666667,always problematic hardly work,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play,NEUTRAL,0.0666666666666667,considering fact bank huge app really bad could better,UI/UX
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,worst app bank ever u ashamed scammer,UI/UX
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play,POSITIVE,0.8,great boa,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,POSITIVE,0.25,went bank many time could make transaction see balance nothing else point mobile banking ca make transaction please work,Transactions
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,speed,Other
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,0.390625,anyone want download,Other
wonderful,5,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,1.0,wonderful,Other
all worck,5,2025-03-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,worck,Other
Loved it,5,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.7,loved,Other
Wow,1,2025-03-14,Bank of Abyssinia,Google Play,NEUTRAL,0.1,wow,Other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0602272727272727,edit new bug app letting type otp code shameful app allow use developer option consider might perhaps actual developer expected toggle option bank restarting phone message labled somthing smoothen experience like security consultant thing implement app please invest actual security mess,UI/UX
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play,POSITIVE,1.0,improved best,Other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play,NEUTRAL,0.0833333333333333,decent problem sometimes say error transfer money infact transferred bug transferred time instead also ca transfer money others telebirr acc self boe dev fix,Transactions
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play,NEUTRAL,0.0,boa greqt ethiopian bank,Other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,POSITIVE,0.2,bug still app crash every time try log especially old phone like galaxy,UI/UX
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play,POSITIVE,0.5,almost better compared cbe qualified,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play,POSITIVE,0.475,awesome apps simple use much important apps,Other
Wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play,NEUTRAL,0.0,wonderfull app,UI/UX
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ca use app,UI/UX
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,POSITIVE,0.1392857142857143,worst mobile banking app ever experienced blaming apps comparing much better clash take much longer time login loading short complete trash,UI/UX
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play,NEGATIVE,-0.1125,bro worst app made human kind software engineer make sad seeing enterprise big boa make apps like disgrace country,UI/UX
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play,NEGATIVE,-0.125,aga b girja miss language admin afaan oromo itoophiyaa language,Other
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play,NEUTRAL,0.0416666666666666,downloaded app first time reading customer review soon installed opened app close back automatically unserious bank uninstalled app immediately,UI/UX
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play,POSITIVE,0.7,good feature sometimes work,Features
Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,-0.52,poor proformance,Other
It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,-0.4,opening really frustrating,Other
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play,POSITIVE,0.6000000000000001,verry amazing app ib,UI/UX
Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play,NEUTRAL,0.0,working day,Other
Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play,NEUTRAL,0.0,thank boa,Other
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play,POSITIVE,1.0,best banking app wworld,UI/UX
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play,POSITIVE,0.5166666666666666,nice app easy use,UI/UX
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,NEUTRAL,-0.0722222222222222,please add language apps setting amharic afan oromo tigniya others sometimes bank bank transfer available time even available serious issue,Transactions
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,POSITIVE,0.35,help full like ittttt,Customer Support
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,functional,Other
Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,POSITIVE,1.0,best bank,Other
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia,Google Play,POSITIVE,0.5311111111111111,make easy convienient use perfect high prefrence choice,Other
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play,POSITIVE,0.6000000000000001,using app two amazing,UI/UX
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,POSITIVE,0.7,good,Other
Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,NEGATIVE,-0.5,sad experience,Other
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play,NEGATIVE,-0.8,always update annoying,UI/UX
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,POSITIVE,0.4,best app somehow waiting minute,UI/UX
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ca dijitalize atm apollo app phone,UI/UX
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,NEUTRAL,0.1,whenever try sign app close please fixed,UI/UX
Beter,5,2025-01-21,Bank of Abyssinia,Google Play,NEUTRAL,0.0,beter,Other
Boa,4,2025-01-18,Bank of Abyssinia,Google Play,NEUTRAL,0.0,boa,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,-0.39,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ app slow ehhhh upgrade app always zero,UI/UX
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,NEUTRAL,0.0,aadan axmed barkhadle,Other
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,horrible customer service app crash horrible,UI/UX
I love it,5,2025-01-14,Bank of Abyssinia,Google Play,POSITIVE,0.5,love,Other
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,NEUTRAL,0.0,keep asking turn developer mode even dev mode could use,UI/UX
Good🙏,5,2025-01-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
Like to much,5,2025-01-11,Bank of Abyssinia,Google Play,POSITIVE,0.2,like much,Other
Thank you,5,2025-01-10,Bank of Abyssinia,Google Play,NEUTRAL,0.0,thank,Other
Perfect,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,1.0,perfect,Other
The best of best,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,1.0,best best,Other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play,POSITIVE,0.3083333333333333,using app long time amazing user friendly ui ca found get pin button app,UI/UX
Great 👍,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.8,great,Other
Fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.375,fast suitable customer,Customer Support
Good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.7,good app helpful,UI/UX
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.1535714285714285,give one star faced multiple problem app fast bank app like cbe app asks repeatedly switch developer option even switched bank abyssinia service interesting ignored issue app service customer gave complain app one accept complain fix issue lastly recommend app unless issue solved asap,UI/UX
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play,NEUTRAL,0.0,assessing tell abyssinia bank idea mobile banking,Other
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play,NEUTRAL,0.0,work,Other
this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,-0.2,app available,UI/UX
Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.35,wow amazing,Other
love it,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.5,love,Other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia,Google Play,NEUTRAL,0.0,በጣም መሻሻል አለበት ለ ባንኩ ማይመጥን መተግበርያ ነው,Other
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play,NEUTRAL,0.0,lemn embi yilal,Other
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play,NEGATIVE,-0.5,useless app downgraded,UI/UX
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,NEUTRAL,0.1,letting access account whole point app gey access account without physically bank would give zero one suffice get point accross,UI/UX
Nice,5,2024-12-26,Bank of Abyssinia,Google Play,POSITIVE,0.6,nice,Other
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play,NEGATIVE,-0.2333333333333333,going get rid real app work far worst mobile banking app,UI/UX
አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,NEUTRAL,0.0,አይሰራም ሼም,Other
Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,NEGATIVE,-0.6999999999999998,much bad,Other
Fine,5,2024-12-21,Bank of Abyssinia,Google Play,POSITIVE,0.4166666666666667,fine,Other
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,NEUTRAL,0.0,dirtiest application ever seen,Other
Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,nic ap,Other
The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,forest app ever,UI/UX
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.375,love boa anyone cursed comed mobile banking even though ine hetter still cks ask turn developer option wise wo work use cbe awash birr tekebirr dashen bank others non asked boa please improve mobile banking competitive,Features
Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,NEUTRAL,0.0,bank abissena,Other
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,POSITIVE,0.2888888888888889,easy sooo simple use also easy stole someone money using app,UI/UX
GOOD,5,2024-12-15,Bank of Abyssinia,Google Play,POSITIVE,0.7,good,Other
The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,worst banking app ever never work,UI/UX
Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,NEGATIVE,-0.4,poorly functioning app,UI/UX
Very nice,5,2024-12-13,Bank of Abyssinia,Google Play,POSITIVE,0.78,nice,Other
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,system worst,Other
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play,NEUTRAL,-0.0875,since guy started giving mobile app service still could get work sure know work already sure lazy incompetent fix losing business complacency consequence,UI/UX
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,POSITIVE,0.3714285714285714,best app many feature awesome work without need turn developer option tired constantly switch developer option expressing struggle precious setting enabled developer option open app boa app turn please help u abyssinia bank hope provide update soon,UI/UX
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,NEGATIVE,-0.295,giving app one star option experience incredibly frustrating due extremely long loading time app even close automatically time people choose mobile banking convenience app far making worst used hope improvement made enhance user experience,UI/UX
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,NEUTRAL,-0.06,unprofessional mischievous bank opinion several occasion recently used abyssinia card withdraw money deducted account despite reporting several time said processing learned yesterday since month bank decided include income absurd avoid bank,Transactions
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,NEUTRAL,0.0,work device,Other
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Bank of Abyssinia,Google Play,POSITIVE,0.5,better say use boa rather pulling phone opening app,UI/UX
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,POSITIVE,0.1733333333333333,attention important difficult time,Other
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play,NEGATIVE,-0.190625,worst experience using mobile application year time fails login automatically closed app also take much loading time minute trying access internal service sometimes also transferring within bank also fails boa please fix app,UI/UX
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,POSITIVE,0.4,know apps start great sudden,Other
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,NEGATIVE,-0.1075,application losing major faction daily basis count many time used app completely useless disappointing going use time need see point,UI/UX
exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play,NEUTRAL,0.0,exellent digital transaction money,Transactions
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,POSITIVE,0.1666666666666666,latest update stopped android phone open app never work properly since started using,UI/UX
Great,5,2024-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.8,great,Other
👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
Money,5,2024-11-24,Bank of Abyssinia,Google Play,NEUTRAL,0.0,money,Transactions
It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play,POSITIVE,0.5,need improvment,Other
Hey Google,5,2024-11-21,Bank of Abyssinia,Google Play,NEUTRAL,0.0,hey google,Other
ab,3,2024-11-20,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ab,Other
Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ademtahir,Other
✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play,NEUTRAL,0.0,please app android phone,UI/UX
GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0,goat,Other
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,NEUTRAL,0.0166666666666666,app match bank app disaster super slow please learn something tele birr app,UI/UX
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,POSITIVE,0.2,fast reliable,Other
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,NEGATIVE,-0.2797619047619047,worst app update ever would include developer option thing care phone money right reason switched bank either turn everyone discontinue business one one,UI/UX
Very good,5,2024-11-14,Bank of Abyssinia,Google Play,POSITIVE,0.91,good,Other
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,NEUTRAL,0.0,one poorest mobile banking system,Other
❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,,Other
Oene,5,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,oene,Other
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.4285714285714286,find interesting specially reciept downloading,Other
it good,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.7,good,Other
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,app crash everytime please fix,UI/UX
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,አንድ star ራሱ dont recomend use app also bank,UI/UX
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,need support app working,UI/UX
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,bast bank ethiopia,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,-0.39,slow app አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app ከቻላችሁ ሙሉ ለሙሉ እንደገና ይመራያል የወጣው ወጭ በሙስና የተበላ ነው,UI/UX
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0333333333333333,thank social service like vertual banking non touch atm cadrless withdrwal passbook,Customer Support
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,worst app never seen like,UI/UX
Wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,wweeeer,Other
Infinx,5,2024-11-12,Bank of Abyssinia,Google Play,NEUTRAL,0.0,infinx,Other
Great service,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.8,great service,Customer Support
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,NEGATIVE,-0.2,app available android version time functional,UI/UX
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,NEUTRAL,0.0,senayt mesfin,Other
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,NEGATIVE,-0.6999999999999998,bad app vety bad,UI/UX
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,NEUTRAL,0.0,abessnya banke,Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,NEUTRAL,-0.075,useless app never expected irrelevant app boa big shame,UI/UX
Okay,5,2024-11-03,Bank of Abyssinia,Google Play,POSITIVE,0.5,okay,Other
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,NEUTRAL,0.1,professional banking app,UI/UX
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,POSITIVE,0.1499999999999999,nice interface always freeze slow load developer please fix issue,UI/UX
አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,NEUTRAL,0.0,አይሰራም አስተካክሉት,Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,NEUTRAL,0.0,please try another app foot need generation,UI/UX
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,POSITIVE,0.2,fast transfer,Transactions
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,NEGATIVE,-0.5,ca log wrong,Other
Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,NEUTRAL,0.0,amrumehamed,Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia,Google Play,POSITIVE,0.225,nice meet proud bank ethiopia member bank need solve problem international receiving money online digital working service world please working lot international ca get direct ethiopia knowing legal way getting money ethiopia please get direct deposit boa please,Transactions
ደደገነሐ,5,2024-10-15,Bank of Abyssinia,Google Play,NEUTRAL,0.0,ደደገነሐ,Other
